distance_km,current_speed_kmh,hour_of_day,day_of_week,is_weekend,traffic_level,eta_minutes
10.65,32.07,1,1,0,0.26,21.24
12.832,29.42,7,5,1,0.279,26.19
13.867,37.35,3,2,0,0.114,23.87
8.029,31.22,12,0,0,0.382,17.73
1.613,37.19,6,6,1,0.205,3.03
12.863,31.05,13,4,0,0.323,26.22
10.211,16.04,17,1,0,0.896,39.4
8.637,37.3,17,5,1,0.1,15.63
11.985,26.48,14,0,0,0.519,27.75
9.692,25.47,15,3,0,0.569,23.18
12.826,28.04,14,0,0,0.374,28.9
1.788,35.2,5,1,0,0.186,3.22
3.501,36.18,4,4,0,0.123,7.64
13.859,17.9,19,2,0,0.742,46.83
10.515,17.47,18,3,0,0.856,36.33
11.078,42.84,15,6,1,0.012,17.53
10.366,32.67,3,2,0,0.269,19.35
1.638,38.34,17,5,1,0.029,4.38
14.55,28.95,14,1,0,0.411,30.95
4.347,34.54,19,6,1,0.168,8.46
9.802,24.05,12,0,0,0.538,26.41
10.764,32.26,3,4,0,0.252,21.96
5.245,20.52,7,0,0,0.659,17.18
7.098,29.03,11,2,0,0.433,14.79
5.743,17.78,16,0,0,0.748,20.44
8.676,24.11,9,3,0,0.644,21.68
9.315,7.75,9,4,0,0.996,73.76
8.557,11.24,19,1,0,0.95,47.52
7.705,17.28,8,4,0,0.804,26.98
1.212,28.27,13,1,0,0.362,4.01
2.66,30.04,13,4,0,0.408,5.68
3.941,30.84,13,5,1,0.276,7.87
13.756,34.94,2,2,0,0.134,24.89
8.173,27.34,12,0,0,0.471,17.98
10.813,34.62,20,0,0,0.263,20.91
3.615,20.9,10,4,0,0.588,11.56
4.166,35.71,17,6,1,0.177,8.93
4.588,14.55,9,4,0,0.951,20.95
8.733,34.63,6,5,1,0.239,17.09
2.126,33.99,9,5,1,0.232,4.8
14.599,40.51,7,6,1,0.005,23.79
8.277,27.67,13,3,0,0.405,18.81
5.237,31.3,10,1,0,0.329,11.13
2.413,37.99,6,4,0,0.05,4.17
8.351,25.75,12,3,0,0.444,20.66
10.042,34.86,22,3,0,0.204,18.42
5.337,31.96,19,5,1,0.236,10.15
13.599,34.8,21,6,1,0.218,25.25
4.417,22.61,11,3,0,0.598,12.48
7.512,36.06,8,6,1,0.184,12.8
2.868,34.8,1,4,0,0.244,5.37
5.015,30.97,5,3,0,0.23,10.72
12.334,31.75,20,4,0,0.249,25.74
10.901,34.24,5,0,0,0.174,19.95
8.182,35.49,0,0,0,0.129,15.41
4.015,32.34,15,5,1,0.256,7.94
14.58,38.99,7,5,1,0.053,24.73
4.199,36.75,9,6,1,0.053,8.43
2.287,32.88,1,1,0,0.197,4.58
10.235,32.73,21,3,0,0.272,20.8
14.622,19.42,18,4,0,0.732,46.81
12.323,16.76,8,0,0,0.805,45.76
8.498,33.11,22,2,0,0.239,16.34
11.278,18.61,7,4,0,0.789,37.44
3.891,37.42,22,0,0,0.129,8.39
0.639,38.51,1,5,1,0.102,3.47
4.163,26.8,11,3,0,0.488,9.89
7.293,33.59,6,1,0,0.277,13.62
8.324,37.29,13,5,1,0.149,15.89
3.149,13.84,18,3,0,0.955,15.09
9.776,14.83,9,4,0,0.87,39.81
0.613,34.37,2,5,1,0.071,1.73
7.622,36.43,4,5,1,0.242,13.03
8.236,33.1,5,3,0,0.233,15.74
1.771,38.88,23,2,0,0.077,4.16
13.896,35.73,1,1,0,0.155,24.29
1.327,32.21,12,5,1,0.265,3.47
13.691,35.14,20,0,0,0.139,23.8
0.769,23.59,12,3,0,0.576,2.88
12.227,21.54,19,2,0,0.646,34.23
12.853,18.24,16,2,0,0.747,42.4
6.235,19.65,9,1,0,0.752,20.36
0.925,16.79,18,0,0,0.87,5.15
2.017,22.63,16,4,0,0.673,5.59
11.479,35.83,18,6,1,0.215,20.85
8.766,20.21,8,0,0,0.728,28.33
2.172,38.42,2,6,1,0.009,3.52
7.631,38.28,3,5,1,0.023,12.62
14.323,38.75,20,1,0,0.014,24.01
8.317,35.74,22,6,1,0.162,14.42
6.862,20.29,17,1,0,0.659,22.14
7.451,26.54,10,4,0,0.513,16.93
4.795,34.02,15,2,0,0.305,10.01
11.528,15.96,7,4,0,0.877,45.39
9.863,37.01,20,6,1,0.142,16.67
5.46,35.7,21,0,0,0.174,9.62
10.124,31.89,13,5,1,0.247,21.24
8.124,20.51,16,3,0,0.732,23.92
7.402,34.1,1,2,0,0.215,15.24
7.069,34.59,21,5,1,0.203,13.82
10.161,17.94,7,0,0,0.763,35.19
12.966,35.5,23,4,0,0.166,22.42
12.018,31.77,11,2,0,0.318,24.82
2.509,25.11,11,3,0,0.58,6.36
12.24,33.37,23,6,1,0.252,23.72
2.496,36.25,3,0,0,0.058,4.68
13.85,24.55,11,4,0,0.521,35.77
14.687,38.26,21,6,1,0.125,24.83
13.562,16.74,7,1,0,0.706,49.32
7.732,38.3,8,5,1,0.045,13.16
13.718,35.4,0,3,0,0.23,25.7
6.123,22.62,11,4,0,0.597,18.7
6.79,37.33,20,4,0,0.091,11.41
10.811,29.48,3,6,1,0.269,24.03
5.176,18.55,7,0,0,0.767,16.95
1.175,36.06,15,5,1,0.074,2.19
6.647,34.28,5,2,0,0.217,14.07
11.567,37.24,17,6,1,0.11,19.09
10.457,17.91,17,4,0,0.787,36.12
6.449,39.61,0,6,1,0.11,11.64
13.177,30.54,11,5,1,0.269,27.7
4.918,17.41,8,4,0,0.749,18.75
5.241,35.19,1,5,1,0.198,10.02
2.913,34.44,20,0,0,0.214,5.11
5.079,35.57,11,5,1,0.201,10.52
10.392,32.64,0,6,1,0.295,20.53
3.44,15.09,7,3,0,0.877,14.62
10.073,33.27,5,0,0,0.263,18.43
1.051,36.61,0,6,1,0.086,4.01
5.836,38.73,0,0,0,0.072,10.48
8.629,38.68,22,4,0,0.042,15.03
5.646,12.54,8,2,0,0.928,27.91
3.318,23.9,16,4,0,0.686,10.33
3.8,23.34,18,4,0,0.608,10.34
0.847,35.99,20,5,1,0.044,1.65
6.298,30.45,12,1,0,0.409,12.78
5.569,31.44,15,5,1,0.295,10.66
13.275,31.48,1,3,0,0.298,26.4
3.22,33.09,12,5,1,0.278,6.68
1.435,23.57,8,3,0,0.627,5.33
7.219,38.51,22,6,1,0.03,13.16
4.934,36.25,6,4,0,0.09,8.37
14.122,33.67,5,4,0,0.236,25.39
9.82,39.72,20,6,1,0.124,16.41
11.842,25.34,10,2,0,0.501,28.15
10.932,18.82,9,3,0,0.706,35.06
7.396,35.11,5,0,0,0.166,14.94
7.035,35.94,23,6,1,0.153,14.0
1.686,24.29,16,3,0,0.606,6.2
8.209,39.62,5,1,0,0.126,14.07
7.809,33.09,4,5,1,0.222,14.97
2.084,28.41,11,0,0,0.317,6.9
10.576,33.12,5,2,0,0.208,19.8
4.953,40.42,5,3,0,0.026,8.14
10.039,25.58,11,2,0,0.409,25.95
11.637,34.97,6,1,0,0.115,21.33
9.388,38.04,23,6,1,0.103,15.9
4.216,21.01,18,4,0,0.735,13.19
10.462,34.58,2,4,0,0.151,18.96
2.95,28.49,13,2,0,0.396,7.05
12.678,34.79,23,0,0,0.213,22.38
14.841,25.67,14,1,0,0.52,35.98
0.667,23.27,19,0,0,0.64,1.75
3.468,40.55,3,4,0,0.083,6.38
5.024,34.71,0,4,0,0.161,8.78
4.259,14.3,19,3,0,0.931,17.89
12.07,30.8,2,6,1,0.296,23.64
13.306,28.88,15,2,0,0.404,29.19
7.599,31.9,3,2,0,0.285,16.37
10.778,35.37,5,0,0,0.171,18.5
9.162,40.43,23,3,0,0.066,14.53
5.937,10.22,8,4,0,0.976,36.74
0.518,13.45,16,4,0,0.896,4.26
6.669,35.11,6,0,0,0.293,12.0
10.907,35.22,10,6,1,0.099,19.71
2.779,25.64,11,3,0,0.499,6.66
13.131,33.88,2,6,1,0.211,24.99
12.969,12.95,19,3,0,0.986,60.74
5.076,30.79,20,1,0,0.291,11.79
13.98,34.04,12,5,1,0.19,26.55
2.72,39.8,5,2,0,0.079,5.09
14.865,38.32,20,3,0,0.161,24.43
3.181,26.62,12,4,0,0.532,7.54
7.871,35.47,22,5,1,0.155,15.54
14.849,31.09,13,3,0,0.339,29.59
11.133,33.54,6,3,0,0.188,21.84
8.449,40.99,13,5,1,0.026,13.52
13.561,21.31,10,3,0,0.547,39.12
10.901,37.62,21,3,0,0.121,18.53
9.12,33.86,0,0,0,0.244,17.8
12.318,31.38,0,2,0,0.202,25.34
7.912,23.31,11,2,0,0.568,21.1
11.101,40.74,22,5,1,0.07,17.03
14.107,40.23,5,5,1,0.014,21.38
3.266,33.49,2,0,0,0.219,8.13
8.572,33.24,1,0,0,0.205,17.81
11.813,29.15,15,2,0,0.335,26.51
11.37,26.83,12,1,0,0.452,25.8
5.281,40.23,12,6,1,0.048,9.02
2.461,21.28,8,1,0,0.728,8.69
2.149,34.5,20,3,0,0.228,5.41
11.348,29.0,15,4,0,0.347,24.07
5.805,32.41,6,6,1,0.221,12.11
1.985,35.42,3,0,0,0.098,4.94
12.593,33.4,6,6,1,0.279,23.14
9.266,14.62,17,4,0,0.91,39.55
7.67,37.08,22,1,0,0.163,12.52
7.524,22.92,11,2,0,0.551,21.69
2.715,25.52,14,1,0,0.575,8.17
4.773,33.43,12,5,1,0.188,9.77
12.494,24.37,13,1,0,0.555,31.71
12.555,31.65,11,1,0,0.374,25.07
2.557,38.2,0,6,1,0.101,5.57
12.668,27.56,12,4,0,0.48,29.98
3.278,17.45,19,1,0,0.811,12.8
14.967,30.31,2,1,0,0.29,30.49
14.873,24.49,11,2,0,0.556,38.85
14.232,31.54,6,4,0,0.222,28.02
13.601,32.31,22,6,1,0.29,25.33
0.5,24.68,14,4,0,0.556,3.13
5.434,36.52,3,3,0,0.166,10.04
10.34,38.36,20,0,0,0.014,17.14
5.477,36.95,8,6,1,0.138,11.31
12.261,22.27,16,2,0,0.681,33.41
5.618,35.82,20,6,1,0.228,11.28
8.886,37.92,1,0,0,0.059,14.47
11.384,33.76,6,5,1,0.259,21.48
13.391,32.57,21,5,1,0.275,25.64
7.799,15.75,19,3,0,0.898,31.99
7.012,33.36,9,5,1,0.14,12.91
1.35,18.67,17,2,0,0.845,4.66
13.65,38.16,23,4,0,0.073,22.54
5.314,31.15,16,5,1,0.236,11.99
12.733,35.15,6,5,1,0.235,23.61
8.79,26.29,13,4,0,0.524,22.08
12.421,37.39,6,4,0,0.058,20.18
11.279,34.49,9,5,1,0.195,21.11
11.77,12.7,16,3,0,0.987,55.9
8.921,19.77,17,1,0,0.676,28.69
1.297,36.45,14,5,1,0.076,4.18
14.794,40.2,23,5,1,0.017,24.48
4.157,37.62,3,5,1,0.148,6.84
4.296,37.47,21,4,0,0.067,9.13
10.321,25.91,13,0,0,0.411,24.56
1.464,21.24,8,3,0,0.725,4.97
10.202,38.1,0,4,0,0.119,18.44
4.12,35.53,10,5,1,0.265,9.13
11.751,24.62,11,4,0,0.595,30.35
14.644,35.58,10,6,1,0.042,26.65
2.829,18.3,18,3,0,0.726,10.35
4.484,40.19,11,5,1,0.018,7.16
3.915,38.25,23,2,0,0.028,7.24
0.834,36.75,1,6,1,0.21,2.19
12.632,35.21,23,5,1,0.105,23.36
14.137,39.52,21,1,0,0.019,22.93
5.884,35.24,1,2,0,0.228,12.07
10.242,12.93,18,4,0,0.913,47.81
14.254,35.67,3,6,1,0.154,24.6
7.244,33.65,21,0,0,0.3,14.14
5.64,37.37,12,6,1,0.148,11.54
7.128,36.21,11,6,1,0.205,13.05
0.915,17.4,8,4,0,0.765,5.46
7.744,30.96,11,1,0,0.366,17.27
0.99,35.71,1,2,0,0.204,1.9
6.454,33.05,5,3,0,0.277,13.33
2.825,34.38,1,1,0,0.139,5.4
8.982,34.37,21,1,0,0.271,16.65
12.838,33.67,23,2,0,0.21,24.79
5.061,36.31,14,6,1,0.122,10.01
4.427,35.97,21,2,0,0.15,9.06
4.574,26.96,10,3,0,0.405,11.2
10.07,22.29,14,1,0,0.59,27.42
7.463,24.1,7,1,0,0.609,20.59
9.885,19.44,7,2,0,0.756,31.9
11.757,22.73,12,0,0,0.558,31.22
13.346,14.18,16,1,0,0.858,57.17
14.792,32.44,23,1,0,0.182,27.77
11.188,38.9,3,0,0,0.032,17.74
14.801,14.92,18,4,0,0.803,61.16
14.202,25.48,15,2,0,0.525,35.06
7.358,13.02,19,3,0,0.897,36.28
11.716,19.4,18,2,0,0.702,38.32
9.312,33.45,16,5,1,0.284,19.15
1.071,32.27,0,6,1,0.22,2.62
3.764,32.74,11,5,1,0.253,7.02
3.23,31.41,10,0,0,0.357,7.2
2.214,30.58,6,1,0,0.205,6.73
6.854,34.05,11,6,1,0.197,12.49
14.872,28.37,13,1,0,0.418,33.21
12.771,40.94,22,0,0,0.011,20.72
2.5,21.59,9,4,0,0.714,9.33
5.277,23.27,11,3,0,0.531,14.69
13.928,19.21,19,2,0,0.739,44.09
3.077,37.2,6,4,0,0.123,7.03
8.429,33.76,20,1,0,0.223,15.09
1.617,40.45,13,5,1,0.074,4.85
12.517,32.69,4,0,0,0.279,23.71
3.984,18.52,7,4,0,0.765,15.26
7.993,25.47,11,2,0,0.48,20.22
14.159,33.13,0,6,1,0.168,25.95
3.244,35.25,9,6,1,0.267,5.8
4.401,29.65,10,1,0,0.38,9.65
3.365,28.65,10,4,0,0.37,8.43
2.274,41.06,6,2,0,0.075,5.38
9.764,23.65,16,1,0,0.619,25.43
11.073,28.67,15,4,0,0.457,23.3
10.866,33.76,7,6,1,0.249,21.81
13.83,32.77,21,2,0,0.244,26.76
3.257,15.26,7,2,0,0.885,13.49
10.413,38.99,6,1,0,0.053,16.84
8.357,41.11,3,2,0,0.007,12.31
6.719,31.14,4,3,0,0.296,14.0
14.281,36.44,5,4,0,0.135,24.35
5.314,40.71,21,0,0,0.048,8.35
14.883,30.66,9,5,1,0.289,30.38
7.673,33.07,1,3,0,0.22,14.82
3.202,35.05,1,3,0,0.169,6.8
2.515,27.59,13,2,0,0.538,6.02
9.904,33.51,6,5,1,0.298,18.75
5.135,22.25,9,4,0,0.659,14.74
12.935,38.35,22,0,0,0.045,22.73
3.014,38.16,6,3,0,0.013,5.66
3.557,19.14,18,3,0,0.694,13.24
6.577,35.13,5,4,0,0.133,12.27
5.235,26.02,10,3,0,0.59,13.86
11.666,22.39,19,3,0,0.695,33.44
11.116,33.25,8,5,1,0.241,21.51
5.274,31.8,0,5,1,0.229,11.76
14.959,31.01,6,6,1,0.221,29.35
13.49,28.69,13,4,0,0.432,30.03
14.673,27.05,13,1,0,0.474,32.87
6.105,33.77,1,6,1,0.284,10.88
8.417,38.88,12,6,1,0.086,14.71
14.58,34.93,4,0,0,0.192,26.49
7.522,37.86,2,4,0,0.105,12.94
2.863,37.79,23,3,0,0.086,5.08
9.061,41.15,3,6,1,0.023,15.32
11.186,28.32,11,4,0,0.397,23.92
1.343,32.32,22,6,1,0.219,3.44
14.393,26.68,11,4,0,0.544,32.92
2.693,34.39,3,0,0,0.217,6.64
8.925,17.73,16,4,0,0.894,31.68
0.685,36.03,22,5,1,0.164,2.18
7.017,28.98,15,6,1,0.236,14.85
9.349,36.01,23,0,0,0.179,16.45
5.892,36.87,6,4,0,0.15,11.01
10.837,19.48,16,2,0,0.709,34.65
5.461,29.66,13,2,0,0.328,11.42
1.643,37.17,1,2,0,0.273,2.98
2.487,31.5,19,5,1,0.257,6.7
12.601,36.32,6,1,0,0.14,23.19
9.178,25.07,10,3,0,0.532,23.07
0.894,34.42,22,3,0,0.174,2.15
6.746,34.77,6,3,0,0.157,12.12
4.358,31.66,8,5,1,0.187,9.67
4.007,38.07,0,0,0,0.007,6.94
1.828,25.96,15,1,0,0.505,6.36
10.776,41.25,20,4,0,0.084,16.55
9.518,36.79,0,1,0,0.111,16.88
12.114,31.17,1,6,1,0.289,25.28
4.83,34.65,2,4,0,0.194,8.96
14.019,26.96,15,0,0,0.394,32.21
4.013,36.85,14,5,1,0.046,7.36
14.008,38.24,23,0,0,0.142,22.86
10.802,20.93,9,0,0,0.648,31.61
3.644,30.19,15,5,1,0.254,7.27
3.694,31.55,2,0,0,0.206,8.87
11.248,35.87,20,4,0,0.087,21.13
8.502,24.31,11,3,0,0.403,22.86
4.587,15.79,18,1,0,0.97,18.86
2.018,27.95,10,1,0,0.359,6.55
11.45,25.85,9,2,0,0.604,28.77
6.948,35.19,7,5,1,0.149,13.71
5.401,30.9,14,0,0,0.336,10.86
3.194,24.36,18,1,0,0.655,10.29
12.996,14.99,17,4,0,0.888,52.73
10.41,37.17,19,5,1,0.082,16.93
12.948,38.89,23,4,0,0.027,20.57
13.371,28.53,13,2,0,0.358,28.96
11.215,40.36,1,2,0,0.049,16.85
5.139,34.58,12,6,1,0.172,10.09
11.805,25.31,11,4,0,0.499,29.25
4.136,29.88,0,4,0,0.295,8.56
4.404,31.92,20,1,0,0.284,9.03
4.928,30.15,4,1,0,0.276,10.22
7.127,32.58,5,5,1,0.243,13.59
4.702,35.96,23,4,0,0.202,8.88
1.952,37.72,2,2,0,0.152,4.12
9.038,30.96,1,0,0,0.261,17.78
13.217,33.56,22,2,0,0.172,25.88
6.417,21.32,19,1,0,0.658,19.79
4.018,31.42,11,5,1,0.205,8.8
13.014,21.04,7,3,0,0.746,38.34
13.331,38.08,5,0,0,0.037,21.43
12.856,35.84,18,5,1,0.202,22.03
6.71,38.02,21,5,1,0.161,10.64
14.327,24.32,15,0,0,0.551,37.61
0.929,37.71,2,6,1,0.188,3.93
14.195,31.61,16,5,1,0.292,29.4
1.02,38.56,23,6,1,0.08,1.91
8.874,30.99,21,1,0,0.2,17.64
9.218,36.23,22,3,0,0.18,16.79
7.922,25.64,11,1,0,0.437,19.79
10.06,16.07,17,4,0,0.732,38.58
13.029,31.11,20,3,0,0.289,26.29
12.062,16.63,16,0,0,0.799,44.62
6.197,37.22,2,4,0,0.159,10.93
6.496,29.3,14,3,0,0.436,15.53
10.597,34.16,22,1,0,0.213,21.02
2.793,35.54,15,5,1,0.174,7.17
6.555,25.2,11,3,0,0.456,17.39
14.639,39.17,20,6,1,0.087,23.24
5.887,38.16,21,6,1,0.03,11.46
13.941,33.64,22,5,1,0.297,26.64
8.046,37.23,22,1,0,0.156,13.2
9.506,37.59,14,5,1,0.005,16.56
8.887,15.39,16,3,0,0.959,35.08
2.765,34.5,5,1,0,0.182,6.83
11.361,33.42,2,2,0,0.259,20.58
7.55,37.69,10,5,1,0.074,13.95
9.59,32.77,21,6,1,0.183,20.05
13.509,34.26,4,1,0,0.203,23.97
12.945,38.42,17,5,1,0.108,21.92
6.125,23.63,13,2,0,0.581,16.02
8.211,34.13,6,5,1,0.256,16.79
3.868,20.9,7,2,0,0.716,12.1
9.565,39.29,22,2,0,0.105,15.17
3.648,22.2,17,0,0,0.628,9.89
4.937,20.58,17,1,0,0.696,15.08
12.043,23.42,10,4,0,0.553,33.24
10.884,13.86,19,2,0,0.973,48.01
8.414,17.6,19,2,0,0.848,30.44
1.695,38.3,15,5,1,0.054,5.03
10.853,36.64,2,1,0,0.219,18.2
9.255,32.46,14,5,1,0.295,19.23
2.749,28.13,13,2,0,0.507,6.11
2.174,36.3,6,3,0,0.037,5.11
7.949,25.43,10,1,0,0.522,20.76
14.464,36.41,17,6,1,0.101,24.64
14.736,18.41,18,0,0,0.745,48.23
12.716,36.33,1,3,0,0.065,22.45
11.135,14.52,18,4,0,0.837,48.4
4.3,24.98,14,4,0,0.585,10.93
11.195,31.2,5,2,0,0.27,23.24
2.02,33.53,5,1,0,0.172,3.89
5.988,28.71,12,3,0,0.369,14.44
2.463,34.51,6,2,0,0.211,6.28
9.135,25.85,12,2,0,0.451,22.51
3.314,37.72,21,5,1,0.084,5.94
2.422,29.25,11,3,0,0.409,5.74
12.94,39.68,7,6,1,0.051,21.82
1.517,38.5,3,3,0,0.046,3.7
11.375,27.05,14,3,0,0.527,27.6
6.657,35.6,4,3,0,0.205,13.24
3.276,31.64,22,0,0,0.27,6.64
11.085,34.36,3,4,0,0.104,21.01
7.49,36.62,22,0,0,0.191,12.84
10.092,29.92,13,2,0,0.396,21.09
13.544,10.16,7,2,0,0.989,80.83
5.138,26.77,13,0,0,0.502,12.84
6.089,21.05,8,1,0,0.688,17.63
11.001,21.96,8,0,0,0.629,32.09
8.905,35.6,18,5,1,0.151,17.51
1.943,32.45,0,6,1,0.257,4.38
3.338,10.31,8,2,0,0.964,21.29
14.504,34.45,2,0,0,0.292,27.21
3.326,29.88,15,2,0,0.323,9.06
5.412,18.03,7,4,0,0.766,19.5
6.59,37.54,1,5,1,0.141,11.77
2.896,15.34,7,3,0,0.915,12.36
10.6,35.78,0,4,0,0.072,17.94
7.793,34.25,14,6,1,0.212,15.51
11.053,37.9,5,5,1,0.173,19.86
3.297,37.33,17,5,1,0.016,6.07
4.678,38.05,5,3,0,0.039,9.71
12.546,37.21,10,5,1,0.211,21.65
9.025,25.07,14,2,0,0.533,22.62
13.662,33.5,23,5,1,0.267,25.45
8.611,25.78,14,2,0,0.485,20.88
7.573,39.2,21,3,0,0.053,13.53
5.164,15.12,19,0,0,0.94,20.7
9.705,39.68,22,6,1,0.035,16.91
9.775,27.61,15,2,0,0.37,21.72
7.153,39.04,20,2,0,0.075,11.75
9.397,12.36,18,4,0,0.913,46.75
12.203,23.28,10,4,0,0.554,33.93
1.544,37.29,0,6,1,0.045,4.66
0.836,16.65,7,2,0,0.818,4.1
6.525,18.45,19,3,0,0.747,22.55
2.585,35.02,20,4,0,0.221,5.75
0.876,39.73,14,5,1,0.068,3.25
4.008,26.76,13,2,0,0.459,10.31
13.568,34.4,6,2,0,0.225,24.99
9.251,36.92,20,3,0,0.093,16.1
6.502,35.82,22,2,0,0.226,13.33
3.978,34.32,4,2,0,0.187,9.0
9.948,29.39,11,3,0,0.356,21.27
3.951,33.44,16,6,1,0.258,8.02
4.957,23.47,10,3,0,0.563,13.39
11.997,34.71,21,6,1,0.234,22.25
4.019,19.91,7,4,0,0.693,14.19
6.033,15.47,19,3,0,0.941,24.98
4.19,37.84,5,2,0,0.153,8.4
9.111,32.31,10,6,1,0.188,19.11
9.011,26.95,13,0,0,0.46,21.98
10.091,27.64,12,1,0,0.431,22.26
12.909,25.2,10,2,0,0.496,31.44
6.357,18.24,17,2,0,0.905,22.76
11.372,19.22,8,4,0,0.768,37.54
8.017,35.29,19,6,1,0.2,15.91
6.836,29.35,14,3,0,0.381,16.44
12.321,34.13,11,5,1,0.186,22.87
14.862,31.28,6,0,0,0.25,29.21
14.262,38.74,18,6,1,0.001,24.04
10.639,34.97,0,2,0,0.185,20.0
7.275,23.22,12,4,0,0.456,19.69
4.716,18.78,16,4,0,0.776,16.74
7.333,37.96,1,0,0,0.102,13.63
6.128,38.96,0,0,0,0.061,9.63
9.179,29.31,14,0,0,0.344,18.8
14.142,21.19,19,4,0,0.708,42.18
7.176,36.87,3,5,1,0.12,12.15
7.053,33.25,4,1,0,0.234,13.56
2.331,34.71,22,5,1,0.202,4.71
0.599,36.96,17,6,1,0.167,1.74
12.414,37.85,1,3,0,0.09,20.42
5.736,33.45,9,6,1,0.276,10.41
5.468,37.92,21,3,0,0.082,10.81
1.031,37.08,15,6,1,0.125,3.51
5.562,35.65,16,6,1,0.213,10.41
6.684,34.15,12,5,1,0.173,12.3
10.992,29.89,12,3,0,0.45,23.62
3.52,33.6,13,5,1,0.139,7.4
14.838,22.3,11,1,0,0.531,41.31
6.498,34.5,0,4,0,0.256,11.54
9.97,36.6,7,5,1,0.116,17.77
7.459,37.58,3,3,0,0.092,12.72
3.472,33.37,10,1,0,0.365,7.93
1.821,27.44,13,3,0,0.453,5.67
9.563,21.91,9,4,0,0.659,27.55
6.098,35.09,15,5,1,0.157,10.58
14.705,18.96,7,2,0,0.703,48.77
7.499,18.6,16,3,0,0.754,24.32
6.854,26.3,13,0,0,0.476,17.15
3.408,12.87,9,4,0,0.915,16.85
3.886,25.09,15,3,0,0.525,11.25
3.83,39.52,15,5,1,0.025,7.62
14.433,26.77,11,4,0,0.436,34.6
10.583,21.73,8,3,0,0.642,30.84
13.261,30.28,11,0,0,0.309,27.58
7.331,32.37,9,5,1,0.182,15.87
14.551,27.95,10,2,0,0.387,33.17
2.421,39.7,6,6,1,0.045,4.99
4.686,29.5,13,4,0,0.389,10.42
10.794,34.11,1,4,0,0.199,19.03
11.368,26.36,10,4,0,0.459,26.79
0.521,26.13,15,1,0,0.545,2.21
10.093,31.23,11,1,0,0.374,20.01
3.2,27.13,11,3,0,0.406,8.56
4.776,35.72,11,6,1,0.132,8.75
9.034,16.15,19,3,0,0.885,35.09
11.852,36.02,21,5,1,0.149,21.54
12.45,39.03,2,1,0,0.121,19.53
11.572,27.65,12,0,0,0.445,26.97
3.292,21.11,18,3,0,0.667,11.07
13.802,40.17,14,5,1,0.07,22.78
2.843,36.56,20,1,0,0.207,4.71
2.619,32.05,5,5,1,0.239,5.8
14.073,13.94,18,1,0,0.964,61.36
4.226,33.24,22,6,1,0.15,9.84
9.257,38.04,3,1,0,0.117,16.1
2.448,29.35,11,0,0,0.405,7.17
1.852,36.27,21,0,0,0.125,3.16
5.285,34.94,18,5,1,0.186,10.69
5.929,14.64,19,1,0,0.888,25.52
4.106,34.26,18,6,1,0.22,8.54
3.635,15.69,7,0,0,0.987,14.84
1.627,29.09,13,0,0,0.351,4.93
9.145,35.64,0,1,0,0.08,16.0
8.808,14.82,8,3,0,0.867,38.05
10.078,37.61,20,3,0,0.095,16.91
14.236,33.64,5,3,0,0.295,27.12
5.984,34.49,3,4,0,0.199,12.62
5.272,32.6,1,4,0,0.272,11.59
14.73,37.63,15,6,1,0.135,24.87
4.203,35.77,21,6,1,0.155,7.29
11.285,36.38,6,2,0,0.121,20.72
5.457,22.94,18,1,0,0.684,14.37
13.15,36.23,21,1,0,0.163,23.17
4.418,32.95,21,3,0,0.218,9.0
8.077,38.62,6,1,0,0.064,14.46
14.374,33.26,8,5,1,0.295,26.71
3.201,18.14,9,0,0,0.788,11.32
11.268,22.79,7,1,0,0.665,31.11
13.715,15.52,19,3,0,0.835,54.2
11.405,37.69,2,1,0,0.071,20.48
12.413,29.11,10,3,0,0.341,27.69
14.898,18.53,16,3,0,0.781,50.03
14.089,23.33,7,1,0,0.623,37.95
2.432,13.45,18,2,0,0.912,11.4
13.134,31.11,4,6,1,0.235,27.13
11.844,20.53,17,2,0,0.747,36.33
9.238,30.56,1,6,1,0.267,20.41
9.89,24.99,15,0,0,0.544,24.87
8.6,29.74,13,3,0,0.387,17.56
11.244,40.75,2,1,0,0.005,16.84
4.124,29.21,14,1,0,0.391,10.95
10.67,29.74,14,0,0,0.422,22.37
5.488,34.24,21,1,0,0.175,10.95
3.752,27.41,14,3,0,0.483,8.32
14.557,24.0,12,1,0,0.414,38.6
10.485,20.2,17,3,0,0.779,32.22
14.41,30.9,13,3,0,0.327,29.63
8.669,36.63,22,3,0,0.179,14.23
5.212,36.43,3,4,0,0.09,9.16
6.737,39.54,0,3,0,0.111,12.63
0.715,36.98,23,6,1,0.112,3.21
13.368,31.75,15,5,1,0.284,25.28
2.443,33.08,22,0,0,0.281,5.52
2.126,25.01,13,2,0,0.598,6.94
0.742,36.51,6,0,0,0.184,2.62
3.739,35.59,5,3,0,0.209,6.89
5.174,23.43,10,3,0,0.566,13.37
4.617,34.53,4,5,1,0.19,9.82
0.776,30.39,13,2,0,0.347,4.01
11.673,37.54,5,6,1,0.117,20.14
7.979,36.47,23,4,0,0.147,13.3
1.762,32.48,23,1,0,0.291,4.99
14.199,37.08,0,5,1,0.1,25.34
7.858,37.29,5,5,1,0.101,14.43
7.502,36.29,22,5,1,0.151,13.14
5.888,16.57,7,2,0,0.825,23.1
6.56,20.84,8,4,0,0.726,19.49
9.24,19.48,17,0,0,0.809,29.76
